key,number,name,rookie_year,postal_code,points,rank,state,year,district_code,pop_density,income,team_add,event_data,distances,total_distance,average_distance
frc1018,1018,Pike RoboDevils,2003,46268,77,27,Indiana,2015,2015in,1879.0,41718,"(39.9, -86.23)","[[39.7908649, -85.9995792, '2015-04-02', '2015-04-04'], [39.8961663, -86.0349536, '2015-02-27', '2015-03-01'], [40.4283329, -86.9224958, '2015-03-19', '2015-03-21']]","[14.382328121605486, 10.368154368106923, 51.695899002917656]",76.44638149263007,25.482127164210024
frc1024,1024,Kil-A-Bytes,2003,46256,311,2,Indiana,2015,2015in,2113.0,71759,"(39.9, -85.99)","[[39.7908649, -85.9995792, '2015-04-02', '2015-04-04'], [39.8961663, -86.0349536, '2015-02-27', '2015-03-01'], [40.48527, -86.1265951, '2015-03-12', '2015-03-14'], [40.4283329, -86.9224958, '2015-03-19', '2015-03-21']]","[7.546649278973968, 2.4034362435051992, 41.022981715131685, 61.36125405090876]",112.33432128851962,28.083580322129905
frc135,135,Penn Robotics,1998,46545,281,4,Indiana,2015,2015in,1410.0,34995,"(41.69, -86.14)","[[39.7908649, -85.9995792, '2015-04-02', '2015-04-04'], [40.48527, -86.1265951, '2015-03-12', '2015-03-14'], [40.4283329, -86.9224958, '2015-03-19', '2015-03-21']]","[131.2522567472423, 83.13745422663882, 96.1781947003738]",310.5679056742549,103.52263522475164
frc1501,1501,Team THRUST,2005,46750,300,3,Indiana,2015,2015in,137.0,44853,"(40.9, -85.5)","[[39.7908649, -85.9995792, '2015-04-02', '2015-04-04'], [39.8961663, -86.0349536, '2015-02-27', '2015-03-01'], [40.48527, -86.1265951, '2015-03-12', '2015-03-14'], [40.4283329, -86.9224958, '2015-03-19', '2015-03-21']]","[80.94477582302967, 74.79073421951414, 43.611523630888705, 81.52016538652491]",280.86719905995744,70.21679976498936
frc1529,1529,CyberCards,2005,46227,82,26,Indiana,2015,2015in,3407.0,37380,"(39.68, -86.13)","[[39.7908649, -85.9995792, '2015-04-02', '2015-04-04'], [39.8961663, -86.0349536, '2015-02-27', '2015-03-01'], [40.48527, -86.1265951, '2015-03-12', '2015-03-14'], [40.4283329, -86.9224958, '2015-03-19', '2015-03-21']]","[10.332537687001167, 15.748217741456646, 55.55966401753581, 66.56668558910032]",148.20710503509395,37.05177625877349
frc1646,1646,Precision Guessworks,2005,47905,63,31,Indiana,2015,2015in,325.0,52174,"(40.4, -86.8)","[[39.7908649, -85.9995792, '2015-04-02', '2015-04-04'], [39.8961663, -86.0349536, '2015-02-27', '2015-03-01'], [40.4283329, -86.9224958, '2015-03-19', '2015-03-21']]","[59.70772113869579, 53.37741988883912, 6.749652525904965]",119.83479355343988,39.94493118447996
frc1720,1720,PhyXTGears,2006,46957,202,8,Indiana,2015,2015in,1173.0,40694,"(40.39, -85.49)","[[39.7908649, -85.9995792, '2015-04-02', '2015-04-04'], [39.8961663, -86.0349536, '2015-02-27', '2015-03-01'], [40.48527, -86.1265951, '2015-03-12', '2015-03-14']]","[49.37525767245566, 44.6490788763165, 34.19953793199934]",128.2238744807715,42.7412914935905
frc1741,1741,Red Alert,2006,46143,171,11,Indiana,2015,2015in,995.0,63265,"(39.6, -86.1)","[[39.7908649, -85.9995792, '2015-04-02', '2015-04-04'], [39.8961663, -86.0349536, '2015-02-27', '2015-03-01'], [40.4283329, -86.9224958, '2015-03-19', '2015-03-21']]","[14.213901614951405, 20.72428854252036, 71.90196062469401]",106.84015078216578,35.61338359405526
frc1747,1747,Harrison Boiler Robotics,2006,47906,138,19,Indiana,2015,2015in,494.0,36101,"(40.5, -87.0)","[[39.7908649, -85.9995792, '2015-04-02', '2015-04-04'], [39.8961663, -86.0349536, '2015-02-27', '2015-03-01'], [40.4283329, -86.9224958, '2015-03-19', '2015-03-21']]","[72.108442873968, 65.89831165773009, 6.413725055892105]",144.42047958759022,48.140159862530076
frc2171,2171,RoboDogs,2007,46307,22,41,Indiana,2015,2015in,691.0,69071,"(41.4, -87.3)","[[39.8961663, -86.0349536, '2015-02-27', '2015-03-01'], [40.4283329, -86.9224958, '2015-03-19', '2015-03-21']]","[123.23574259208617, 69.90077386482379]",193.13651645690996,96.56825822845498
