key,number,name,rookie_year,postal_code,points,rank,state,year,district_code,pop_density,income,team_add,event_data,distances,total_distance,average_distance
frc102,102,The Gearheads,1998,08876,35,86,New Jersey,2015,2015mar,1459.0,89242,"(40.59, -74.66)","[[40.59299619999999, -74.63451490000001, '2015-03-27', '2015-03-29'], [40.1977406, -75.1635218, '2015-02-27', '2015-03-01']]","[1.35638029268568, 37.92270709909423]",39.27908739177991,19.639543695889955
frc103,103,Cybersonics,1997,18930,57,59,Pennsylvania,2015,2015mar,122.0,83438,"(40.54, -75.22)","[[40.58528099999999, -75.35740299999999, '2015-04-08', '2015-04-11'], [40.858616, -74.713984, '2015-03-06', '2015-03-08'], [39.9560726, -75.28473939999999, '2015-03-27', '2015-03-29']]","[7.8767587200019085, 34.48934897728474, 40.43417567953172]",82.80028337681837,27.600094458939456
frc1089,1089,Team Mercury,2003,08520,151,21,New Jersey,2015,2015mar,1581.0,90293,"(40.25, -74.54)","[[40.58528099999999, -75.35740299999999, '2015-04-08', '2015-04-11'], [39.8573487, -74.717578, '2015-03-20', '2015-03-22'], [40.1977406, -75.1635218, '2015-02-27', '2015-03-01']]","[48.92206596105128, 28.68015192123632, 33.17303895720516]",110.77525683949276,36.92508561316425
frc11,11,MORT,1997,07836,170,15,New Jersey,2015,2015mar,787.0,100529,"(40.85, -74.71)","[[40.58528099999999, -75.35740299999999, '2015-04-08', '2015-04-11'], [40.858616, -74.713984, '2015-03-06', '2015-03-08'], [40.4527824, -74.46894379999999, '2015-04-02', '2015-04-04'], [40.1977406, -75.1635218, '2015-02-27', '2015-03-01']]","[38.586840900991206, 0.6301167432989965, 30.19466969180392, 50.94842385267447]",120.36005118876861,30.090012797192152
frc1143,1143,Cruzin' Comets,2003,18411,122,29,Pennsylvania,2015,2015mar,405.0,70405,"(41.4, -75.7)","[[40.58528099999999, -75.35740299999999, '2015-04-08', '2015-04-11'], [40.858616, -74.713984, '2015-03-06', '2015-03-08'], [39.9560726, -75.28473939999999, '2015-03-27', '2015-03-29']]","[59.00470438755273, 63.580273743306705, 101.9934639008959]",224.57844203175534,74.85948067725178
frc1168,1168,Malvern Robotics,2003,19355,49,65,Pennsylvania,2015,2015mar,646.0,109706,"(40.04, -75.53)","[[39.9560726, -75.28473939999999, '2015-03-27', '2015-03-29'], [40.1977406, -75.1635218, '2015-02-27', '2015-03-01']]","[14.244263163193624, 22.25473182691352]",36.49899499010714,18.24949749505357
frc1218,1218,SCH Robotics,2003,19118,251,7,Pennsylvania,2015,2015mar,3075.0,77271,"(40.07, -75.21)","[[40.58528099999999, -75.35740299999999, '2015-04-08', '2015-04-11'], [39.8573487, -74.717578, '2015-03-20', '2015-03-22'], [40.1977406, -75.1635218, '2015-02-27', '2015-03-01'], [40.06155810000001, -75.20953469999999, '2015-03-12', '2015-03-14']]","[36.395268867860615, 29.977880094075296, 9.15074768218676, 0.582966779134923]",76.1068634232576,19.0267158558144
frc1228,1228,RoboTribe,2003,07065,108,37,New Jersey,2015,2015mar,7017.0,58101,"(40.61, -74.28)","[[40.58528099999999, -75.35740299999999, '2015-04-08', '2015-04-11'], [40.59299619999999, -74.63451490000001, '2015-03-27', '2015-03-29'], [40.858616, -74.713984, '2015-03-06', '2015-03-08']]","[56.69218520335362, 18.681790720024278, 28.516420827863634]",103.89039675124152,34.630132250413844
frc1257,1257,Parallel Universe,2004,07076,116,31,New Jersey,2015,2015mar,2609.0,109872,"(40.64, -74.37)","[[40.58528099999999, -75.35740299999999, '2015-04-08', '2015-04-11'], [40.858616, -74.713984, '2015-03-06', '2015-03-08'], [40.4527824, -74.46894379999999, '2015-04-02', '2015-04-04']]","[52.058467123481, 23.52451671951378, 13.928371464246837]",89.51135530724162,29.837118435747204
frc1279,1279,Cold Fusion,2004,08876,35,84,New Jersey,2015,2015mar,1459.0,89242,"(40.59, -74.66)","[[40.59299619999999, -74.63451490000001, '2015-03-27', '2015-03-29'], [40.858616, -74.713984, '2015-03-06', '2015-03-08'], [39.8573487, -74.717578, '2015-03-20', '2015-03-22']]","[1.35638029268568, 18.750545530522558, 50.64193374677191]",70.74885956998016,23.582953189993386
