key,number,name,rookie_year,postal_code,points,rank,state,year,district_code,pop_density,income,team_add,event_data,distances,total_distance,average_distance
frc1027,1027,Project Jabberwocky,2003,01089,15,196,Massachusetts,2018,2018ne,1699.0,54126.0,"(42.12, -72.64)","[[41.7652258, -72.7010105, '2018-04-06', '2018-04-08'], [41.15876389999999, -73.2573625, '2018-03-16', '2018-03-18']]","[24.686451768076818, 73.63553122761337]",98.32198299569019,49.160991497845096
frc1058,1058,PVC Pirates,2003,03053,153,25,New Hampshire,2018,2018ne,583.0,92053.0,"(42.9, -71.4)","[[42.53460860000001, -71.10908049999999, '2018-03-16', '2018-03-18'], [42.35219010000001, -71.1177297, '2018-04-11', '2018-04-14'], [42.795007, -71.3225341, '2018-03-02', '2018-03-04']]","[29.24705600957094, 40.457630987150026, 8.24665017122789]",77.95133716794885,25.98377905598295
frc1071,1071,MAX,2003,06716,126,39,Connecticut,2018,2018ne,816.0,83993.0,"(41.6, -72.98)","[[41.15876389999999, -73.2573625, '2018-03-16', '2018-03-18'], [42.35219010000001, -71.1177297, '2018-04-11', '2018-04-14'], [43.1397577, -70.9344539, '2018-03-29', '2018-03-31']]","[33.69024450207826, 109.05288493143459, 149.1746610189475]",291.91779045246034,97.30593015082012
frc1073,1073,The Force Team,2003,03049,135,35,New Hampshire,2018,2018ne,242.0,113125.0,"(42.75, -71.58)","[[42.35219010000001, -71.1177297, '2018-04-11', '2018-04-14'], [43.1397577, -70.9344539, '2018-03-29', '2018-03-31'], [42.795007, -71.3225341, '2018-03-02', '2018-03-04']]","[36.20130508075538, 42.37412878714052, 13.456624935877988]",92.03205880377388,30.677352934591294
frc1085,1085,Aquatic Robotics,2003,06001,27,161,Connecticut,2018,2018ne,784.0,113838.0,"(41.79, -72.86)","[[41.7652258, -72.7010105, '2018-04-06', '2018-04-08'], [41.604199, -73.0265679, '2018-03-09', '2018-03-11']]","[8.389463698981375, 15.448476869847488]",23.837940568828863,11.918970284414431
frc1099,1099,DiscoTechs,2003,06804,46,102,Connecticut,2018,2018ne,832.0,107008.0,"(41.47, -73.39)","[[41.15876389999999, -73.2573625, '2018-03-16', '2018-03-18'], [41.604199, -73.0265679, '2018-03-09', '2018-03-11']]","[22.559698319563395, 20.99763174068481]",43.557330060248205,21.778665030124102
frc1100,1100,The T-Hawks,2003,01532,134,36,Massachusetts,2018,2018ne,766.0,108415.0,"(42.32, -71.63)","[[42.2744595, -71.8096745, '2018-03-01', '2018-03-03'], [42.35219010000001, -71.1177297, '2018-04-11', '2018-04-14'], [41.921192, -71.537882, '2018-03-23', '2018-03-25']]","[9.728451880895697, 26.326876733644568, 27.92941981840913]",63.984748432949395,21.3282494776498
frc1124,1124,UberBots,2003,06001,6,209,Connecticut,2018,2018ne,784.0,113838.0,"(41.79, -72.86)","[[41.7652258, -72.7010105, '2018-04-06', '2018-04-08'], [41.604199, -73.0265679, '2018-03-09', '2018-03-11']]","[8.389463698981375, 15.448476869847488]",23.837940568828863,11.918970284414431
frc1153,1153,The Revolution,2003,02081,80,62,Massachusetts,2018,2018ne,1031.0,93416.0,"(42.15, -71.26)","[[42.2744595, -71.8096745, '2018-03-01', '2018-03-03'], [42.35219010000001, -71.1177297, '2018-04-11', '2018-04-14'], [41.921192, -71.537882, '2018-03-23', '2018-03-25']]","[29.482739601344655, 15.747157856217708, 21.302750643152766]",66.53264810071512,22.17754936690504
frc121,121,Rhode Warriors,1996,02842,65,68,Rhode Island,2018,2018ne,1268.0,69495.0,"(41.52, -71.28)","[[41.9911025, -70.993044, '2018-03-09', '2018-03-11'], [41.921192, -71.537882, '2018-03-23', '2018-03-25']]","[35.735120107949875, 30.731384286787932]",66.46650439473781,33.233252197368905
frc1247,1247,"Blood, Sweat, and Gears",2004,03260,31,150,New Hampshire,2018,2018ne,33.0,73229.0,"(43.37, -71.94)","[[43.1397577, -70.9344539, '2018-03-29', '2018-03-31'], [42.795007, -71.3225341, '2018-03-02', '2018-03-04']]","[53.16803795666784, 50.51325391436638]",103.68129187103422,51.84064593551711
frc125,125,NUTRONs,1998,02115,267,7,Massachusetts,2018,2018ne,40159.0,27134.0,"(42.34, -71.1)","[[42.4121531, -71.00789089999999, '2018-04-06', '2018-04-08'], [42.53460860000001, -71.10908049999999, '2018-03-16', '2018-03-18'], [42.35219010000001, -71.1177297, '2018-04-11', '2018-04-14'], [41.921192, -71.537882, '2018-03-23', '2018-03-25']]","[6.857295311788149, 13.44049375695629, 1.2377375593592261, 36.62827578664996]",58.16380241475362,14.540950603688405
frc126,126,Gael Force,1992,01510,44,107,Massachusetts,2018,2018ne,2406.0,64723.0,"(42.41, -71.69)","[[42.2744595, -71.8096745, '2018-03-01', '2018-03-03'], [41.921192, -71.537882, '2018-03-23', '2018-03-25']]","[11.18353018226394, 34.62976204608108]",45.81329222834502,22.90664611417251
frc1277,1277,The Robotomies,2004,01450,15,199,Massachusetts,2018,2018ne,325.0,117127.0,"(42.62, -71.58)","[[42.2744595, -71.8096745, '2018-03-01', '2018-03-03'], [41.921192, -71.537882, '2018-03-23', '2018-03-25']]","[26.58344750201388, 48.280729172737644]",74.86417667475152,37.43208833737576
frc1289,1289,Gearheadz,2004,01843,94,54,Massachusetts,2018,2018ne,7249.0,42891.0,"(42.69, -71.16)","[[42.53460860000001, -71.10908049999999, '2018-03-16', '2018-03-18'], [42.35219010000001, -71.1177297, '2018-04-11', '2018-04-14'], [42.795007, -71.3225341, '2018-03-02', '2018-03-04']]","[11.035622752761862, 23.416674971659017, 10.996429078272328]",45.44872680269321,15.149575600897736
frc1307,1307,Robosaints,2004,03820,18,191,New Hampshire,2018,2018ne,1082.0,57401.0,"(43.19, -70.89)","[[43.1397577, -70.9344539, '2018-03-29', '2018-03-31'], [42.795007, -71.3225341, '2018-03-02', '2018-03-04']]","[4.132214074020049, 34.983397047528015]",39.11561112154806,19.55780556077403
frc131,131,C.H.A.O.S.,1992,03104,73,65,New Hampshire,2018,2018ne,3940.0,60468.0,"(43.02, -71.44)","[[43.1397577, -70.9344539, '2018-03-29', '2018-03-31'], [42.795007, -71.3225341, '2018-03-02', '2018-03-04']]","[26.883975467093386, 16.635493940902006]",43.51946940799539,21.759734703997694
frc133,133,B.E.R.T.,1997,04084,278,5,Maine,2018,2018ne,172.0,63657.0,"(43.8, -70.6)","[[42.53460860000001, -71.10908049999999, '2018-03-16', '2018-03-18'], [44.09559299999999, -70.20511809999999, '2018-03-22', '2018-03-24'], [42.35219010000001, -71.1177297, '2018-04-11', '2018-04-14']]","[91.06058438838855, 28.363203755595773, 103.31971850098306]",222.7435066449674,74.24783554832247
frc1350,1350,The Rambots,2004,02908,15,198,Rhode Island,2018,2018ne,11854.0,42640.0,"(41.84, -71.44)","[[42.2744595, -71.8096745, '2018-03-01', '2018-03-03'], [41.921192, -71.537882, '2018-03-23', '2018-03-25']]","[35.50599134479072, 7.542356776009962]",43.04834812080068,21.52417406040034
frc138,138,Entropy,1996,03031,104,46,New Hampshire,2018,2018ne,324.0,110809.0,"(42.87, -71.61)","[[42.35219010000001, -71.1177297, '2018-04-11', '2018-04-14'], [43.1397577, -70.9344539, '2018-03-29', '2018-03-31'], [42.795007, -71.3225341, '2018-03-02', '2018-03-04']]","[43.67390480095117, 38.962973081456646, 15.494872870025315]",98.13175075243313,32.71058358414438
frc1474,1474,Titans,2004,01876,30,152,Massachusetts,2018,2018ne,1401.0,90897.0,"(42.61, -71.23)","[[42.53460860000001, -71.10908049999999, '2018-03-16', '2018-03-18'], [42.795007, -71.3225341, '2018-03-02', '2018-03-04']]","[8.070715297064796, 13.611572583957473]",21.68228788102227,10.841143940511135
frc151,151,Tough Techs,1992,03062,13,203,New Hampshire,2018,2018ne,2209.0,82826.0,"(42.73, -71.5)","[[43.1397577, -70.9344539, '2018-03-29', '2018-03-31'], [42.795007, -71.3225341, '2018-03-02', '2018-03-04']]","[40.284715160086485, 10.080104267101671]",50.36481942718815,25.182409713594076
frc1512,1512,The Big Red,2005,03301,34,139,New Hampshire,2018,2018ne,667.0,51848.0,"(43.2, -71.5)","[[43.1397577, -70.9344539, '2018-03-29', '2018-03-31'], [42.795007, -71.3225341, '2018-03-02', '2018-03-04']]","[28.876536162370005, 29.367100590397214]",58.243636752767216,29.121818376383608
frc1517,1517,AMP'D UP,2005,03301,52,84,New Hampshire,2018,2018ne,667.0,51848.0,"(43.2, -71.5)","[[42.795007, -71.3225341, '2018-03-02', '2018-03-04'], [41.921192, -71.537882, '2018-03-23', '2018-03-25']]","[29.367100590397214, 88.29025834970152]",117.65735894009873,58.828679470049366
frc1519,1519,Mechanical Mayhem,2005,03055,220,10,New Hampshire,2018,2018ne,607.0,64162.0,"(42.82, -71.67)","[[42.2744595, -71.8096745, '2018-03-01', '2018-03-03'], [42.35219010000001, -71.1177297, '2018-04-11', '2018-04-14'], [43.1397577, -70.9344539, '2018-03-29', '2018-03-31']]","[38.324390596661885, 42.85037597787463, 43.32434908825141]",124.49911566278791,41.49970522092931
frc155,155,The Technonuts,1994,06037,54,81,Connecticut,2018,2018ne,731.0,87736.0,"(41.6, -72.78)","[[41.7652258, -72.7010105, '2018-04-06', '2018-04-08'], [41.15876389999999, -73.2573625, '2018-03-16', '2018-03-18'], [42.795007, -71.3225341, '2018-03-02', '2018-03-04']]","[12.11304983912652, 39.278984575995466, 111.34177326559937]",162.73380768072136,54.24460256024045
frc157,157,AZTECHS,1992,01752,48,95,Massachusetts,2018,2018ne,1845.0,70304.0,"(42.35, -71.55)","[[41.9911025, -70.993044, '2018-03-09', '2018-03-11'], [41.921192, -71.537882, '2018-03-23', '2018-03-25']]","[37.83283321898706, 29.602606583180034]",67.4354398021671,33.71771990108355
frc166,166,Chop Shop,1995,03054,28,154,New Hampshire,2018,2018ne,783.0,88555.0,"(42.85, -71.52)","[[41.9911025, -70.993044, '2018-03-09', '2018-03-11'], [43.1397577, -70.9344539, '2018-03-29', '2018-03-31']]","[65.12088621251843, 35.78269823729895]",100.90358444981737,50.45179222490869
frc1699,1699,Robocats,2005,06415,84,61,Connecticut,2018,2018ne,310.0,97656.0,"(41.5, -72.3)","[[41.604199, -73.0265679, '2018-03-09', '2018-03-11'], [42.35219010000001, -71.1177297, '2018-04-11', '2018-04-14'], [43.1397577, -70.9344539, '2018-03-29', '2018-03-31']]","[38.34582537780919, 84.68784917589524, 133.0438881644146]",256.077562718119,85.35918757270633
frc172,172,Northern Force,1996,04038,43,114,Maine,2018,2018ne,324.0,75833.0,"(43.7, -70.5)","[[42.2744595, -71.8096745, '2018-03-01', '2018-03-03'], [44.09559299999999, -70.20511809999999, '2018-03-22', '2018-03-24']]","[118.69162920864798, 31.02683955007691]",149.7184687587249,74.85923437936245
frc1721,1721,Tidal Force,2006,03301,55,80,New Hampshire,2018,2018ne,667.0,51848.0,"(43.2, -71.5)","[[42.4121531, -71.00789089999999, '2018-04-06', '2018-04-08'], [43.1397577, -70.9344539, '2018-03-29', '2018-03-31']]","[59.85888669215168, 28.876536162370005]",88.73542285452169,44.36771142726084
frc1729,1729,Team Inconceivable!,2006,03458,157,23,New Hampshire,2018,2018ne,125.0,66406.0,"(42.9, -71.9)","[[42.2744595, -71.8096745, '2018-03-01', '2018-03-03'], [42.35219010000001, -71.1177297, '2018-04-11', '2018-04-14'], [41.921192, -71.537882, '2018-03-23', '2018-03-25']]","[43.422909463365855, 54.952341463414776, 70.05269785851756]",168.4279487852982,56.14264959509941
frc173,173,RAGE Robotics ⚙️,1995,06084,39,123,Connecticut,2018,2018ne,378.0,103696.0,"(41.88, -72.36)","[[41.7652258, -72.7010105, '2018-04-06', '2018-04-08'], [41.921192, -71.537882, '2018-03-23', '2018-03-25']]","[19.304268631920912, 42.48438710435143]",61.78865573627234,30.89432786813617
frc1735,1735,Green Reapers,2006,01606,14,201,Massachusetts,2018,2018ne,3217.0,66912.0,"(42.31, -71.8)","[[41.9911025, -70.993044, '2018-03-09', '2018-03-11'], [44.09559299999999, -70.20511809999999, '2018-03-22', '2018-03-24']]","[46.92652386881654, 147.23721747233355]",194.1637413411501,97.08187067057504
frc1740,1740,Ledyard Cyber Colonels,2006,06339,20,182,Connecticut,2018,2018ne,309.0,81368.0,"(41.44, -72.0)","[[41.7652258, -72.7010105, '2018-04-06', '2018-04-08'], [41.921192, -71.537882, '2018-03-23', '2018-03-25']]","[42.68890473223982, 40.92013356668136]",83.60903829892118,41.80451914946059
frc175,175,Buzz Robotics,1996,06082,195,14,Connecticut,2018,2018ne,1342.0,67191.0,"(41.98, -72.56)","[[41.7652258, -72.7010105, '2018-04-06', '2018-04-08'], [42.35219010000001, -71.1177297, '2018-04-11', '2018-04-14'], [41.921192, -71.537882, '2018-03-23', '2018-03-25']]","[16.51141342974382, 78.38382965372234, 52.816279180598556]",147.71152226406474,49.23717408802158
